,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104969024658,10137.200454235077
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.544188976287842
2,2019-02-28,SELL,NVDA,12749,3.8539788722991943,49143.92083191872
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.512556314468384
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.13889145851
5,2019-03-29,SELL,NVDA,25169,4.400113105773926,162996.58565068245
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.8829281330108643
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.43578457832
8,2019-04-30,SELL,NVDA,18473,4.451747894287109,227104.5746357441
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.09466290473938
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.78584122658
11,2019-05-31,BUY,NVDA,38293,3.4572548866271973,66088.12446761131
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.354699850082397
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.4745118618
14,2019-06-28,BUY,NVDA,12893,4.056701183319092,0.42615532875061035
15,2019-07-31,SELL,NVDA,955,4.360402584075928,4164.610623121262
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.889155149459839
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.017965078354
18,2019-08-30,BUY,NVDA,377,4.154504776000977,27242.769664525986
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.78048872947693
20,2019-09-30,SELL,NVDA,2049,4.272922039031982,8771.997746706009
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.891638994216919
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.511813402176
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.66165471077
24,2019-10-31,BUY,NVDA,3061,5.050086498260498,269.34688353538513
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.47752737999
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.317615270615
27,2019-11-29,BUY,NVDA,5232,5.43322229385376,186.69857382774353
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.6285665035248
29,2019-12-31,SELL,NVDA,11901,5.78375244140625,69989.0663716793
30,2019-12-31,BUY,CSCO,1730,40.4477424621582,14.471912145614624
