,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104969024658,10137.200454235077
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.544188976287842
2,2019-02-28,SELL,NVDA,12749,3.853978395462036,49143.91475272179
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.506477117538452
4,2019-03-06,SELL,TSLA,2834,18.43600082397461,52250.13281226158
5,2019-03-29,SELL,NVDA,25169,4.400114059448242,162996.6035745144
6,2019-03-29,BUY,TSLA,8775,18.57466697692871,3.9008519649505615
7,2019-04-26,SELL,TSLA,8775,16.5086669921875,144867.45370841026
8,2019-04-30,SELL,NVDA,18473,4.451748371124268,227104.60136818886
9,2019-04-30,BUY,TSLA,14107,16.097999572753906,10.121395349502563
10,2019-05-18,SELL,TSLA,14107,14.0686674118042,198476.81257367134
11,2019-05-31,BUY,NVDA,38293,3.4572551250457764,66088.14207029343
12,2019-05-31,BUY,TSLA,5266,12.54800033569336,10.372302532196045
13,2019-06-28,SELL,TSLA,3520,14.855999946594238,52303.492114543915
14,2019-06-28,BUY,NVDA,12893,4.056703090667725,0.41916656494140625
15,2019-07-31,SELL,NVDA,955,4.360402584075928,4164.603634357452
16,2019-07-31,BUY,TSLA,257,16.150667190551758,13.882166385650635
17,2019-08-16,SELL,TSLA,2003,14.37600040435791,28809.010976314545
18,2019-08-30,BUY,NVDA,377,4.154504776000977,27242.762675762177
19,2019-08-30,BUY,TSLA,1842,14.780667304992676,16.773499965667725
20,2019-09-30,SELL,NVDA,2049,4.272921562194824,8771.989780902863
21,2019-09-30,BUY,TSLA,543,16.142000198364258,6.883673191070557
22,2019-10-31,SELL,TSLA,929,21.000667572021484,19516.50384759903
23,2019-10-31,BUY,NFLX,13,291.45001220703125,15727.653688907623
24,2019-10-31,BUY,NVDA,3061,5.050086498260498,269.33891773223877
25,2019-11-29,SELL,TSLA,1455,22.086000442504883,32404.469561576843
26,2019-11-29,BUY,NFLX,12,315.92999267578125,28613.30964946747
27,2019-11-29,BUY,NVDA,5232,5.433221817016602,186.6931028366089
28,2019-12-31,SELL,NFLX,3,323.30999755859375,1156.6230955123901
29,2019-12-31,SELL,NVDA,11901,5.783752918243408,69989.06657552719
30,2019-12-31,SELL,TSLA,1,27.64666748046875,70016.71324300766
31,2019-12-31,BUY,CSCO,1731,40.44773483276367,1.6842474937438965
