,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,NVDA,290529,3.407104730606079,10137.269721746445
1,2019-01-31,BUY,TSLA,492,20.584667205810547,9.61345648765564
2,2019-02-28,SELL,NVDA,12749,3.8539788722991943,49143.990099430084
3,2019-02-28,BUY,TSLA,2342,20.982667922973633,2.5818238258361816
4,2019-03-29,SELL,NVDA,25091,4.400113582611084,110405.83172512054
5,2019-03-29,BUY,TSLA,5943,18.57466697692871,16.585881233215332
6,2019-04-30,SELL,NVDA,19143,4.451747894287109,85236.39582157135
7,2019-04-30,BUY,TSLA,5294,16.097999572753906,13.58608341217041
8,2019-05-31,SELL,TSLA,8929,12.54800033569336,112054.68108081818
9,2019-05-31,BUY,NVDA,32411,3.4572556018829346,1.5697681903839111
10,2019-06-28,SELL,TSLA,3438,14.855999946594238,51076.497584581375
11,2019-06-28,BUY,NVDA,12590,4.056701183319092,2.6296865940093994
12,2019-07-31,SELL,NVDA,934,4.360400676727295,4075.243918657303
13,2019-07-31,BUY,TSLA,252,16.150667190551758,5.275786638259888
14,2019-08-30,SELL,TSLA,155,14.780667304992676,2296.2792189121246
15,2019-08-30,BUY,NVDA,552,4.154505252838135,2.992319345474243
16,2019-09-30,SELL,NVDA,1998,4.272919654846191,8540.285789728165
17,2019-09-30,BUY,TSLA,529,16.142000198364258,1.16768479347229
18,2019-10-31,SELL,TSLA,908,21.000667572021484,19069.77384018898
19,2019-10-31,BUY,NFLX,13,291.45001220703125,15280.923681497574
20,2019-10-31,BUY,NVDA,2989,5.050086975097656,186.21371293067932
21,2019-11-29,SELL,TSLA,1421,22.086000442504883,31570.420341730118
22,2019-11-29,BUY,NFLX,12,315.92999267578125,27779.260429620743
23,2019-11-29,BUY,NVDA,5112,5.433221817016602,4.63050103187561
24,2019-12-31,SELL,NFLX,4,323.30999755859375,1297.8704912662506
25,2019-12-31,SELL,NVDA,11624,5.783752918243408,68528.21441292763
26,2019-12-31,SELL,TSLA,1,27.64666748046875,68555.8610804081
27,2019-12-31,BUY,CSCO,1694,40.4477424621582,37.38534951210022
